Vendedor,Dia da Semana,Data,Vendas,Aberta,Promocao,Feriado Estadual,Feriado Escolar
2,2,2020-08-26,3647,1,0,0,1
3,2,2020-08-26,5666,1,0,0,0
4,2,2020-08-26,8985,1,0,0,0
5,2,2020-08-26,3623,1,0,0,1
1,1,2020-08-25,3414,1,0,0,1
2,1,2020-08-25,3927,1,0,0,1
3,1,2020-08-25,5393,1,0,0,0
4,1,2020-08-25,10919,1,0,0,0
5,1,2020-08-25,3693,1,0,0,1
1,7,2020-08-24,0,0,0,0,1
2,7,2020-08-24,0,0,0,0,0
3,7,2020-08-24,0,0,0,0,0
4,7,2020-08-24,0,0,0,0,0
5,7,2020-08-24,0,0,0,0,0
1,6,2020-08-23,3582,1,0,0,1
2,6,2020-08-23,2738,1,0,0,0
3,6,2020-08-23,3698,1,0,0,0
4,6,2020-08-23,10208,1,0,0,0
5,6,2020-08-23,1791,1,0,0,0
1,5,2020-08-22,3971,1,1,0,1
2,5,2020-08-22,5064,1,1,0,1
3,5,2020-08-22,6610,1,1,0,0
4,5,2020-08-22,10315,1,1,0,1
5,5,2020-08-22,4956,1,1,0,1
1,4,2020-08-21,4327,1,1,0,1
2,4,2020-08-21,5626,1,1,0,1
3,4,2020-08-21,6933,1,1,0,0
4,4,2020-08-21,9954,1,1,0,1
5,4,2020-08-21,4773,1,1,0,1
1,3,2020-08-20,4280,1,1,0,1
2,3,2020-08-20,7056,1,1,0,1
3,3,2020-08-20,7661,1,1,0,0
4,3,2020-08-20,9515,1,1,0,1
5,3,2020-08-20,5800,1,1,0,1
1,2,2020-08-19,5190,1,1,0,1
2,2,2020-08-19,6000,1,1,0,1
3,2,2020-08-19,8854,1,1,0,1
4,2,2020-08-19,10163,1,1,0,1
5,2,2020-08-19,5784,1,1,0,1
1,1,2020-08-18,5623,1,1,0,1
2,1,2020-08-18,6355,1,1,0,1
3,1,2020-08-18,9258,1,1,0,1
4,1,2020-08-18,13564,1,1,0,1
5,1,2020-08-18,7521,1,1,0,1
1,7,2020-08-17,0,0,0,0,1
2,7,2020-08-17,0,0,0,0,0
3,7,2020-08-17,0,0,0,0,0
4,7,2020-08-17,0,0,0,0,0
5,7,2020-08-17,0,0,0,0,0
1,6,2020-08-16,4425,1,0,0,1
2,6,2020-08-16,2847,1,0,0,0
3,6,2020-08-16,3216,1,0,0,0
4,6,2020-08-16,9756,1,0,0,0
5,6,2020-08-16,1998,1,0,0,0
1,5,2020-08-15,3746,1,0,0,1
2,5,2020-08-15,4218,1,0,0,1
3,5,2020-08-15,5156,1,0,0,1
4,5,2020-08-15,9048,1,0,0,1
5,5,2020-08-15,3667,1,0,0,1
1,4,2020-08-14,3906,1,0,0,1
2,4,2020-08-14,4606,1,0,0,1
3,4,2020-08-14,5668,1,0,0,1
4,4,2020-08-14,8230,1,0,0,1
5,4,2020-08-14,3790,1,0,0,1
1,3,2020-08-13,4069,1,0,0,1
2,3,2020-08-13,5010,1,0,0,1
3,3,2020-08-13,6051,1,0,0,1
4,3,2020-08-13,7832,1,0,0,1
5,3,2020-08-13,4458,1,0,0,1
1,2,2020-08-12,3185,1,0,0,1
2,2,2020-08-12,4319,1,0,0,1
3,2,2020-08-12,5431,1,0,0,1
4,2,2020-08-12,7896,1,0,0,1
5,2,2020-08-12,3831,1,0,0,1
1,1,2020-08-11,3886,1,0,0,1
2,1,2020-08-11,4158,1,0,0,1
3,1,2020-08-11,6114,1,0,0,1
4,1,2020-08-11,9674,1,0,0,1
5,1,2020-08-11,4414,1,0,0,1
1,7,2020-08-10,0,0,0,0,1
2,7,2020-08-10,0,0,0,0,0
3,7,2020-08-10,0,0,0,0,0
4,7,2020-08-10,0,0,0,0,0
5,7,2020-08-10,0,0,0,0,0
1,6,2020-08-09,4174,1,0,0,1
2,6,2020-08-09,2592,1,0,0,0
3,6,2020-08-09,3131,1,0,0,0
4,6,2020-08-09,9266,1,0,0,0
5,6,2020-08-09,1711,1,0,0,0
1,5,2020-08-08,4451,1,1,0,1
2,5,2020-08-08,4597,1,1,0,1
3,5,2020-08-08,6763,1,1,0,1
4,5,2020-08-08,9698,1,1,0,1
5,5,2020-08-08,5051,1,1,0,1
1,4,2020-08-07,4154,1,1,0,1
2,4,2020-08-07,4809,1,1,0,1
3,4,2020-08-07,8010,1,1,0,1
4,4,2020-08-07,9872,1,1,0,1
5,4,2020-08-07,4940,1,1,0,1
1,3,2020-08-06,5337,1,1,0,1
2,3,2020-08-06,6331,1,1,0,1
3,3,2020-08-06,7499,1,1,0,1
4,3,2020-08-06,8860,1,1,0,1
5,3,2020-08-06,5711,1,1,0,1
1,2,2020-08-05,5433,1,1,0,1
2,2,2020-08-05,5811,1,1,0,1
3,2,2020-08-05,8714,1,1,0,1
4,2,2020-08-05,9990,1,1,0,1
5,2,2020-08-05,6108,1,1,0,1
1,1,2020-08-04,5655,1,1,0,1
2,1,2020-08-04,6315,1,1,0,1
3,1,2020-08-04,9055,1,1,0,1
4,1,2020-08-04,11754,1,1,0,1
5,1,2020-08-04,5391,1,1,0,1
1,7,2020-08-03,0,0,0,0,1
2,7,2020-08-03,0,0,0,0,0
3,7,2020-08-03,0,0,0,0,0
4,7,2020-08-03,0,0,0,0,0
5,7,2020-08-03,0,0,0,0,0
1,6,2020-08-02,4731,1,0,0,1
2,6,2020-08-02,3354,1,0,0,0
3,6,2020-08-02,4157,1,0,0,0
4,6,2020-08-02,10071,1,0,0,0
5,6,2020-08-02,1593,1,0,0,0
1,5,2020-08-01,5038,1,1,0,1
2,5,2020-08-01,5434,1,1,0,1
3,5,2020-08-01,7893,1,1,0,1
4,5,2020-08-01,11112,1,1,0,1
5,5,2020-08-01,4381,1,1,0,1
1,4,2020-07-31,5106,1,1,0,0
2,4,2020-07-31,6301,1,1,0,1
3,4,2020-07-31,8891,1,1,0,1
4,4,2020-07-31,12533,1,1,0,1
5,4,2020-07-31,5824,1,1,0,1
1,3,2020-07-30,5487,1,1,0,1
2,3,2020-07-30,6308,1,1,0,1
3,3,2020-07-30,8399,1,1,0,1
4,3,2020-07-30,10032,1,1,0,1
5,3,2020-07-30,5310,1,1,0,1
1,2,2020-07-29,5252,1,1,0,1
2,2,2020-07-29,5274,1,1,0,1
3,2,2020-07-29,7497,1,1,0,1
4,2,2020-07-29,9808,1,1,0,1
5,2,2020-07-29,5283,1,1,0,1
1,1,2020-07-28,5372,1,1,0,1
2,1,2020-07-28,6494,1,1,0,1
3,1,2020-07-28,8778,1,1,0,1
4,1,2020-07-28,11033,1,1,0,1
5,1,2020-07-28,6846,1,1,0,1
1,7,2020-07-27,0,0,0,0,0
2,7,2020-07-27,0,0,0,0,0
3,7,2020-07-27,0,0,0,0,0
4,7,2020-07-27,0,0,0,0,0
5,7,2020-07-27,0,0,0,0,0
1,6,2020-07-26,4266,1,0,0,0
2,6,2020-07-26,2243,1,0,0,0
3,6,2020-07-26,4132,1,0,0,0
4,6,2020-07-26,8805,1,0,0,0
5,6,2020-07-26,2200,1,0,0,0
1,5,2020-07-25,3858,1,0,0,0
2,5,2020-07-25,3956,1,0,0,1
3,5,2020-07-25,4346,1,0,0,1
4,5,2020-07-25,7655,1,0,0,1
5,5,2020-07-25,3747,1,0,0,1
1,4,2020-07-24,3557,1,0,0,0
2,4,2020-07-24,3886,1,0,0,1
3,4,2020-07-24,5139,1,0,0,1
4,4,2020-07-24,7355,1,0,0,1
5,4,2020-07-24,3425,1,0,0,1
1,3,2020-07-23,3806,1,0,0,0
2,3,2020-07-23,5152,1,0,0,1
3,3,2020-07-23,5553,1,0,0,1
4,3,2020-07-23,6514,1,0,0,1
5,3,2020-07-23,4276,1,0,0,1
1,2,2020-07-22,3933,1,0,0,0
2,2,2020-07-22,4509,1,0,0,1
3,2,2020-07-22,6267,1,0,0,1
4,2,2020-07-22,7589,1,0,0,1
5,2,2020-07-22,3537,1,0,0,1
1,1,2020-07-21,4507,1,0,0,0
2,1,2020-07-21,3802,1,0,0,1
3,1,2020-07-21,5884,1,0,0,1
4,1,2020-07-21,8649,1,0,0,1
5,1,2020-07-21,3753,1,0,0,1
1,7,2020-07-20,0,0,0,0,0
2,7,2020-07-20,0,0,0,0,0
3,7,2020-07-20,0,0,0,0,0
4,7,2020-07-20,0,0,0,0,0
5,7,2020-07-20,0,0,0,0,0
1,6,2020-07-19,4084,1,0,0,0
2,6,2020-07-19,3009,1,0,0,0
3,6,2020-07-19,3251,1,0,0,0
4,6,2020-07-19,8840,1,0,0,0
5,6,2020-07-19,1897,1,0,0,0
1,5,2020-07-18,4609,1,1,0,0
2,5,2020-07-18,4971,1,1,0,0
3,5,2020-07-18,6751,1,1,0,1
4,5,2020-07-18,9353,1,1,0,1
5,5,2020-07-18,5480,1,1,0,0
1,4,2020-07-17,4685,1,1,0,0
2,4,2020-07-17,5315,1,1,0,0
3,4,2020-07-17,7874,1,1,0,1
4,4,2020-07-17,10045,1,1,0,1
5,4,2020-07-17,5421,1,1,0,0
1,3,2020-07-16,5424,1,1,0,0
2,3,2020-07-16,7113,1,1,0,0
3,3,2020-07-16,8036,1,1,0,1
4,3,2020-07-16,10720,1,1,0,1
5,3,2020-07-16,6106,1,1,0,0
1,2,2020-07-15,5298,1,1,0,0
2,2,2020-07-15,6361,1,1,0,0
3,2,2020-07-15,9153,1,1,0,1
4,2,2020-07-15,10719,1,1,0,1
5,2,2020-07-15,6197,1,1,0,0
1,1,2020-07-14,5083,1,1,0,0
2,1,2020-07-14,7014,1,1,0,0
3,1,2020-07-14,8761,1,1,0,1
4,1,2020-07-14,12949,1,1,0,1
5,1,2020-07-14,7096,1,1,0,0
1,7,2020-07-13,0,0,0,0,0
2,7,2020-07-13,0,0,0,0,0
3,7,2020-07-13,0,0,0,0,0
4,7,2020-07-13,0,0,0,0,0
5,7,2020-07-13,0,0,0,0,0
1,6,2020-07-12,4409,1,0,0,0
2,6,2020-07-12,2806,1,0,0,0
3,6,2020-07-12,4098,1,0,0,0
4,6,2020-07-12,10335,1,0,0,0
5,6,2020-07-12,2340,1,0,0,0
1,5,2020-07-11,4020,1,0,0,0
2,5,2020-07-11,3402,1,0,0,0
3,5,2020-07-11,6441,1,0,0,1
4,5,2020-07-11,9195,1,0,0,1
5,5,2020-07-11,3991,1,0,0,0
1,4,2020-07-10,3741,1,0,0,0
2,4,2020-07-10,4557,1,0,0,0
3,4,2020-07-10,6701,1,0,0,1
4,4,2020-07-10,10000,1,0,0,1
5,4,2020-07-10,3465,1,0,0,0
1,3,2020-07-09,3547,1,0,0,0
2,3,2020-07-09,4602,1,0,0,0
3,3,2020-07-09,5006,1,0,0,1
4,3,2020-07-09,9042,1,0,0,1
5,3,2020-07-09,4109,1,0,0,0
1,2,2020-07-08,4081,1,0,0,0
2,2,2020-07-08,4009,1,0,0,0
3,2,2020-07-08,5039,1,0,0,1
4,2,2020-07-08,8844,1,0,0,0
5,2,2020-07-08,3704,1,0,0,0
1,1,2020-07-07,4223,1,0,0,0
2,1,2020-07-07,3981,1,0,0,0
3,1,2020-07-07,6884,1,0,0,1
4,1,2020-07-07,9810,1,0,0,0
5,1,2020-07-07,4125,1,0,0,0
1,7,2020-07-06,0,0,0,0,0
2,7,2020-07-06,0,0,0,0,0
3,7,2020-07-06,0,0,0,0,0
4,7,2020-07-06,0,0,0,0,0
5,7,2020-07-06,0,0,0,0,0
1,6,2020-07-05,5176,1,0,0,0
2,6,2020-07-05,4043,1,0,0,0
3,6,2020-07-05,4763,1,0,0,0
4,6,2020-07-05,10034,1,0,0,0
5,6,2020-07-05,2207,1,0,0,0
1,5,2020-07-04,4025,1,1,0,0
2,5,2020-07-04,5200,1,1,0,0
3,5,2020-07-04,7585,1,1,0,0
4,5,2020-07-04,8551,1,1,0,0
5,5,2020-07-04,4886,1,1,0,0
1,4,2020-07-03,4756,1,1,0,0
2,4,2020-07-03,5824,1,1,0,0
3,4,2020-07-03,8883,1,1,0,0
4,4,2020-07-03,10659,1,1,0,0
5,4,2020-07-03,4704,1,1,0,0
1,3,2020-07-02,5161,1,1,0,0
2,3,2020-07-02,6623,1,1,0,0
3,3,2020-07-02,8646,1,1,0,0
4,3,2020-07-02,10575,1,1,0,0
5,3,2020-07-02,6153,1,1,0,0
1,2,2020-07-01,5138,1,1,0,0
2,2,2020-07-01,5454,1,1,0,0
3,2,2020-07-01,8373,1,1,0,0
4,2,2020-07-01,11584,1,1,0,0
5,2,2020-07-01,6407,1,1,0,0
1,1,2020-06-30,5738,1,1,0,0
2,1,2020-06-30,10682,1,1,0,0
3,1,2020-06-30,15689,1,1,0,0
4,1,2020-06-30,15672,1,1,0,0
5,1,2020-06-30,7954,1,1,0,0
1,7,2020-06-29,0,0,0,0,0
2,7,2020-06-29,0,0,0,0,0
3,7,2020-06-29,0,0,0,0,0
4,7,2020-06-29,0,0,0,0,0
5,7,2020-06-29,0,0,0,0,0
1,6,2020-06-28,5162,1,0,0,0
2,6,2020-06-28,2644,1,0,0,0
3,6,2020-06-28,5802,1,0,0,0
4,6,2020-06-28,9601,1,0,0,0
5,6,2020-06-28,2206,1,0,0,0
1,5,2020-06-27,4019,1,0,0,0
2,5,2020-06-27,4646,1,0,0,0
3,5,2020-06-27,5162,1,0,0,0
4,5,2020-06-27,7556,1,0,0,0
5,5,2020-06-27,4264,1,0,0,0
1,4,2020-06-26,2749,1,0,0,0
2,4,2020-06-26,4215,1,0,0,0
3,4,2020-06-26,5766,1,0,0,0
4,4,2020-06-26,7080,1,0,0,0
5,4,2020-06-26,3115,1,0,0,0
1,3,2020-06-25,3727,1,0,0,0
2,3,2020-06-25,4767,1,0,0,0
3,3,2020-06-25,5618,1,0,0,0
4,3,2020-06-25,8450,1,0,0,0
5,3,2020-06-25,4026,1,0,0,0
1,2,2020-06-24,3351,1,0,0,0
2,2,2020-06-24,3787,1,0,0,0
3,2,2020-06-24,5599,1,0,0,0
4,2,2020-06-24,7723,1,0,0,0
5,2,2020-06-24,3748,1,0,0,0
1,1,2020-06-23,3755,1,0,0,0
2,1,2020-06-23,4066,1,0,0,0
3,1,2020-06-23,5182,1,0,0,0
4,1,2020-06-23,8998,1,0,0,0
5,1,2020-06-23,3964,1,0,0,0
1,7,2020-06-22,0,0,0,0,0
2,7,2020-06-22,0,0,0,0,0
3,7,2020-06-22,0,0,0,0,0
4,7,2020-06-22,0,0,0,0,0
5,7,2020-06-22,0,0,0,0,0
1,6,2020-06-21,3982,1,0,0,0
2,6,2020-06-21,2514,1,0,0,0
3,6,2020-06-21,4208,1,0,0,0
4,6,2020-06-21,8683,1,0,0,0
5,6,2020-06-21,1816,1,0,0,0
1,5,2020-06-20,6362,1,1,0,0
2,5,2020-06-20,4572,1,1,0,0
3,5,2020-06-20,9752,1,1,0,0
4,5,2020-06-20,9503,1,1,0,0
5,5,2020-06-20,4741,1,1,0,0
1,4,2020-06-19,0,0,1,a,0
2,4,2020-06-19,5451,1,1,0,0
3,4,2020-06-19,0,0,1,a,0
4,4,2020-06-19,9446,1,1,0,0
5,4,2020-06-19,5307,1,1,a,0
1,3,2020-06-18,5256,1,1,0,0
2,3,2020-06-18,6300,1,1,0,0
3,3,2020-06-18,9218,1,1,0,0
4,3,2020-06-18,8791,1,1,0,0
5,3,2020-06-18,5432,1,1,0,0
1,2,2020-06-17,5770,1,1,0,0
2,2,2020-06-17,5830,1,1,0,0
3,2,2020-06-17,10249,1,1,0,0
4,2,2020-06-17,10097,1,1,0,0
5,2,2020-06-17,6171,1,1,0,0
1,1,2020-06-16,4788,1,1,0,0
2,1,2020-06-16,7394,1,1,0,0
3,1,2020-06-16,10299,1,1,0,0
4,1,2020-06-16,11121,1,1,0,0
5,1,2020-06-16,8065,1,1,0,0
1,7,2020-06-15,0,0,0,0,0
2,7,2020-06-15,0,0,0,0,0
3,7,2020-06-15,0,0,0,0,0
4,7,2020-06-15,0,0,0,0,0
5,7,2020-06-15,0,0,0,0,0
1,6,2020-06-14,4757,1,0,0,0
2,6,2020-06-14,2897,1,0,0,0
3,6,2020-06-14,4517,1,0,0,0
4,6,2020-06-14,11209,1,0,0,0
5,6,2020-06-14,1991,1,0,0,0
1,5,2020-06-13,3901,1,0,0,0
2,5,2020-06-13,4568,1,0,0,0
3,5,2020-06-13,6343,1,0,0,0
4,5,2020-06-13,8077,1,0,0,0
5,5,2020-06-13,4176,1,0,0,0
1,4,2020-06-12,3702,1,0,0,0
2,4,2020-06-12,5187,1,0,0,0
3,4,2020-06-12,6889,1,0,0,0
4,4,2020-06-12,8637,1,0,0,0
5,4,2020-06-12,4585,1,0,0,0
1,3,2020-06-11,4207,1,0,0,0
2,3,2020-06-11,4976,1,0,0,0
3,3,2020-06-11,5947,1,0,0,0
4,3,2020-06-11,8163,1,0,0,0
5,3,2020-06-11,3857,1,0,0,0
1,2,2020-06-10,4607,1,0,0,0
2,2,2020-06-10,4403,1,0,0,0
3,2,2020-06-10,5831,1,0,0,1
4,2,2020-06-10,10239,1,0,0,0
5,2,2020-06-10,4196,1,0,0,0
1,1,2020-06-09,0,0,0,a,0
2,1,2020-06-09,0,0,0,a,0
3,1,2020-06-09,0,0,0,a,0
4,1,2020-06-09,0,0,0,a,0
5,1,2020-06-09,0,0,0,a,0
1,7,2020-06-08,0,0,0,0,0
2,7,2020-06-08,0,0,0,0,0
3,7,2020-06-08,0,0,0,0,0
4,7,2020-06-08,0,0,0,0,0
5,7,2020-06-08,0,0,0,0,0
1,6,2020-06-07,4923,1,0,0,0
2,6,2020-06-07,2893,1,0,0,0
3,6,2020-06-07,4903,1,0,0,0
4,6,2020-06-07,10164,1,0,0,0
5,6,2020-06-07,2461,1,0,0,0
1,5,2020-06-06,4957,1,1,0,0
2,5,2020-06-06,5064,1,1,0,0
3,5,2020-06-06,8015,1,1,0,0
4,5,2020-06-06,10705,1,1,0,0
5,5,2020-06-06,5884,1,1,0,0
1,4,2020-06-05,5278,1,1,0,0
2,4,2020-06-05,5957,1,1,0,0
3,4,2020-06-05,8018,1,1,0,0
4,4,2020-06-05,10774,1,1,0,0
5,4,2020-06-05,5247,1,1,0,0
1,3,2020-06-04,5229,1,1,0,0
2,3,2020-06-04,7006,1,1,0,0
3,3,2020-06-04,7768,1,1,0,0
4,3,2020-06-04,10584,1,1,0,0
5,3,2020-06-04,6056,1,1,0,0
1,2,2020-06-03,5614,1,1,0,0
2,2,2020-06-03,5619,1,1,0,0
3,2,2020-06-03,9614,1,1,0,0
4,2,2020-06-03,11083,1,1,0,0
5,2,2020-06-03,5732,1,1,0,0
1,1,2020-06-02,6071,1,1,0,0
2,1,2020-06-02,7320,1,1,0,0
3,1,2020-06-02,10912,1,1,0,0
4,1,2020-06-02,13087,1,1,0,0
5,1,2020-06-02,7860,1,1,0,0
1,7,2020-06-01,0,0,0,0,0
2,7,2020-06-01,0,0,0,0,0
3,7,2020-06-01,0,0,0,0,0
4,7,2020-06-01,0,0,0,0,0
5,7,2020-06-01,0,0,0,0,0
1,6,2020-05-31,4985,1,0,0,0
2,6,2020-05-31,2953,1,0,0,0
3,6,2020-05-31,4725,1,0,0,0
4,6,2020-05-31,11018,1,0,0,0
5,6,2020-05-31,2026,1,0,0,0
1,5,2020-05-30,5407,1,0,0,0
2,5,2020-05-30,5694,1,0,0,1
3,5,2020-05-30,8510,1,0,0,0
4,5,2020-05-30,13149,1,0,0,1
5,5,2020-05-30,5858,1,0,0,1
1,4,2020-05-29,0,0,0,a,0
2,4,2020-05-29,0,0,0,a,0
3,4,2020-05-29,0,0,0,a,0
4,4,2020-05-29,0,0,0,a,0
5,4,2020-05-29,0,0,0,a,0
1,3,2020-05-28,4616,1,0,0,0
2,3,2020-05-28,5203,1,0,0,0
3,3,2020-05-28,4925,1,0,0,0
4,3,2020-05-28,11073,1,0,0,0
5,3,2020-05-28,4613,1,0,0,0
1,2,2020-05-27,3971,1,0,0,0
2,2,2020-05-27,4042,1,0,0,0
3,2,2020-05-27,4651,1,0,0,0
4,2,2020-05-27,7193,1,0,0,0
5,2,2020-05-27,3849,1,0,0,0
1,1,2020-05-26,3912,1,0,0,0
2,1,2020-05-26,4173,1,0,0,0
3,1,2020-05-26,5458,1,0,0,0
4,1,2020-05-26,7949,1,0,0,0
5,1,2020-05-26,3736,1,0,0,0
1,7,2020-05-25,0,0,0,0,0
2,7,2020-05-25,0,0,0,0,0
3,7,2020-05-25,0,0,0,0,0
4,7,2020-05-25,0,0,0,0,0
5,7,2020-05-25,0,0,0,0,0
1,6,2020-05-24,4574,1,0,0,0
2,6,2020-05-24,2516,1,0,0,0
3,6,2020-05-24,4236,1,0,0,0
4,6,2020-05-24,9218,1,0,0,0
5,6,2020-05-24,1888,1,0,0,0
1,5,2020-05-23,4968,1,1,0,0
2,5,2020-05-23,4802,1,1,0,0
3,5,2020-05-23,6619,1,1,0,0
4,5,2020-05-23,8611,1,1,0,0
5,5,2020-05-23,4818,1,1,0,0
1,4,2020-05-22,3801,1,1,0,0
2,4,2020-05-22,4887,1,1,0,0
3,4,2020-05-22,6899,1,1,0,0
4,4,2020-05-22,8924,1,1,0,0
5,4,2020-05-22,4669,1,1,0,0
1,3,2020-05-21,4298,1,1,0,0
2,3,2020-05-21,5584,1,1,0,0
3,3,2020-05-21,7139,1,1,0,0
4,3,2020-05-21,8408,1,1,0,0
5,3,2020-05-21,5035,1,1,0,0
1,2,2020-05-20,4909,1,1,0,0
2,2,2020-05-20,5155,1,1,0,0
3,2,2020-05-20,7828,1,1,0,0
4,2,2020-05-20,8127,1,1,0,0
5,2,2020-05-20,4986,1,1,0,0
1,1,2020-05-19,5637,1,1,0,0
2,1,2020-05-19,6996,1,1,0,0
3,1,2020-05-19,9011,1,1,0,0
4,1,2020-05-19,11433,1,1,0,0
5,1,2020-05-19,7560,1,1,0,0
1,7,2020-05-18,0,0,0,0,0
2,7,2020-05-18,0,0,0,0,0
3,7,2020-05-18,0,0,0,0,0
4,7,2020-05-18,0,0,0,0,0
5,7,2020-05-18,0,0,0,0,0
1,6,2020-05-17,3785,1,0,0,0
2,6,2020-05-17,2532,1,0,0,0
3,6,2020-05-17,3485,1,0,0,0
4,6,2020-05-17,9040,1,0,0,0
5,6,2020-05-17,1698,1,0,0,0
1,5,2020-05-16,3863,1,0,0,0
2,5,2020-05-16,3779,1,0,0,0
3,5,2020-05-16,5744,1,0,0,0
4,5,2020-05-16,7948,1,0,0,0
5,5,2020-05-16,4208,1,0,0,0
1,4,2020-05-15,3589,1,0,0,0
2,4,2020-05-15,4108,1,0,0,0
3,4,2020-05-15,5190,1,0,0,0
4,4,2020-05-15,7145,1,0,0,0
5,4,2020-05-15,3996,1,0,0,0
1,3,2020-05-14,3710,1,0,0,0
2,3,2020-05-14,4700,1,0,0,0
3,3,2020-05-14,5142,1,0,0,0
4,3,2020-05-14,7268,1,0,0,0
5,3,2020-05-14,4207,1,0,0,0
1,2,2020-05-13,3535,1,0,0,0
2,2,2020-05-13,3974,1,0,0,0
3,2,2020-05-13,6174,1,0,0,0
4,2,2020-05-13,7508,1,0,0,0
5,2,2020-05-13,3710,1,0,0,0
1,1,2020-05-12,3957,1,0,0,0
2,1,2020-05-12,3860,1,0,0,0
3,1,2020-05-12,4367,1,0,0,0
4,1,2020-05-12,8484,1,0,0,0
5,1,2020-05-12,4123,1,0,0,0
1,7,2020-05-11,0,0,0,0,0
2,7,2020-05-11,0,0,0,0,0
3,7,2020-05-11,0,0,0,0,0
4,7,2020-05-11,0,0,0,0,0
5,7,2020-05-11,0,0,0,0,0
1,6,2020-05-10,5996,1,0,0,0
2,6,2020-05-10,2430,1,0,0,0
3,6,2020-05-10,5868,1,0,0,0
4,6,2020-05-10,10559,1,0,0,0
5,6,2020-05-10,2350,1,0,0,0
1,5,2020-05-09,5237,1,1,0,0
2,5,2020-05-09,5979,1,1,0,0
3,5,2020-05-09,7499,1,1,0,0
4,5,2020-05-09,10880,1,1,0,0
5,5,2020-05-09,5883,1,1,0,0
1,4,2020-05-08,5222,1,1,0,0
2,4,2020-05-08,5151,1,1,0,0
3,4,2020-05-08,7396,1,1,0,0
4,4,2020-05-08,9227,1,1,0,0
5,4,2020-05-08,5410,1,1,0,0
1,3,2020-05-07,5075,1,1,0,0
2,3,2020-05-07,6733,1,1,0,0
3,3,2020-05-07,8435,1,1,0,0
4,3,2020-05-07,9245,1,1,0,0
5,3,2020-05-07,5795,1,1,0,0
1,2,2020-05-06,5055,1,1,0,0
2,2,2020-05-06,5992,1,1,0,0
3,2,2020-05-06,8925,1,1,0,0
4,2,2020-05-06,9723,1,1,0,0
5,2,2020-05-06,5777,1,1,0,0
1,1,2020-05-05,5325,1,1,0,0
2,1,2020-05-05,7242,1,1,0,0
3,1,2020-05-05,9327,1,1,0,0
4,1,2020-05-05,11986,1,1,0,0
5,1,2020-05-05,7446,1,1,0,0
1,7,2020-05-04,0,0,0,0,0
2,7,2020-05-04,0,0,0,0,0
3,7,2020-05-04,0,0,0,0,0
4,7,2020-05-04,0,0,0,0,0
5,7,2020-05-04,0,0,0,0,0
1,6,2020-05-03,5498,1,0,0,0
2,6,2020-05-03,2968,1,0,0,0
3,6,2020-05-03,4950,1,0,0,0
4,6,2020-05-03,10330,1,0,0,0
5,6,2020-05-03,2061,1,0,0,0
1,5,2020-05-02,6790,1,1,0,0
2,5,2020-05-02,7176,1,1,0,1
3,5,2020-05-02,10994,1,1,0,0
4,5,2020-05-02,15274,1,1,0,1
5,5,2020-05-02,6978,1,1,0,0
1,4,2020-05-01,0,0,1,a,0
2,4,2020-05-01,0,0,1,a,1
3,4,2020-05-01,0,0,1,a,0
4,4,2020-05-01,0,0,1,a,0
5,4,2020-05-01,0,0,1,a,0
1,3,2020-04-30,5870,1,1,0,0
2,3,2020-04-30,7646,1,1,0,1
3,3,2020-04-30,10482,1,1,0,0
4,3,2020-04-30,14743,1,1,0,0
5,3,2020-04-30,6543,1,1,0,0
1,2,2020-04-29,5923,1,1,0,0
2,2,2020-04-29,6667,1,1,0,1
3,2,2020-04-29,8455,1,1,0,0
4,2,2020-04-29,9680,1,1,0,0
5,2,2020-04-29,6274,1,1,0,0
1,1,2020-04-28,5488,1,1,0,0
2,1,2020-04-28,6520,1,1,0,1
3,1,2020-04-28,9500,1,1,0,0
4,1,2020-04-28,11863,1,1,0,0
5,1,2020-04-28,7184,1,1,0,0
1,7,2020-04-27,0,0,0,0,0
2,7,2020-04-27,0,0,0,0,0
3,7,2020-04-27,0,0,0,0,0
4,7,2020-04-27,0,0,0,0,0
5,7,2020-04-27,0,0,0,0,0
1,6,2020-04-26,3989,1,0,0,0
2,6,2020-04-26,2701,1,0,0,0
3,6,2020-04-26,3906,1,0,0,0
4,6,2020-04-26,8650,1,0,0,0
5,6,2020-04-26,1802,1,0,0,0
1,5,2020-04-25,3710,1,0,0,1
2,5,2020-04-25,3795,1,0,0,1
3,5,2020-04-25,5241,1,0,0,1
4,5,2020-04-25,7041,1,0,0,1
5,5,2020-04-25,3659,1,0,0,1
1,4,2020-04-24,3376,1,0,0,1
2,4,2020-04-24,3675,1,0,0,1
3,4,2020-04-24,5389,1,0,0,1
4,4,2020-04-24,7294,1,0,0,1
5,4,2020-04-24,3661,1,0,0,1
1,3,2020-04-23,3482,1,0,0,1
2,3,2020-04-23,4757,1,0,0,1
3,3,2020-04-23,5561,1,0,0,1
4,3,2020-04-23,7352,1,0,0,1
5,3,2020-04-23,3875,1,0,0,1
1,2,2020-04-22,4133,1,0,0,1
2,2,2020-04-22,4419,1,0,0,1
3,2,2020-04-22,6172,1,0,0,1
4,2,2020-04-22,9723,1,0,0,1
5,2,2020-04-22,3615,1,0,0,1
1,1,2020-04-21,0,0,0,b,1
2,1,2020-04-21,0,0,0,b,1
3,1,2020-04-21,0,0,0,b,1
4,1,2020-04-21,0,0,0,b,1
5,1,2020-04-21,0,0,0,b,1
